"Parts List","","","",""
"Item","Qty","Part Number","Description","Material"
"1","4","M5 WASHER","","Stainless Steel"
"2","2","GT2 Pulley 20T","Thoothed Pulley","Aluminum"
"3","3","M5 8OD WASHER","","Copper"
"4","1","XY Corner Pulley Buddy","","PLA or PETG"
"5","1","M5x35","","Stainless Steel"
"6","1","M5 LOCK NUT","","Stainless Steel"
"7","2","M5x10","","Stainless Steel"
