"Parts List","","","",""
"Item","Qty","Part Number","Description","Material"
"1","1","Motor Corner Buddy","","PLA or PETG"
"2","1","Nema 17 Stepper Motor","","Steel"
"3","3","M3 WASHER","","Stainless Steel"
"4","3","M3x8","","Stainless Steel"
"5","2","M5 WASHER","","Stainless Steel"
"6","2","M5x10","","Stainless Steel"
